anime_ids	name	genre	type	episodes	rating	members
5191	Mahou Shoujo Madoka★Magica: Concept Movie	Drama, Magic, Psychological, Thriller	Movie	1	6.99	5452
4792	Mamotte! Lollipop	Adventure, Comedy, Magic, Romance, Shoujo	TV	13	6.99	11747
6186	Megazone 23	Action, Mecha, Music, Mystery, Romance, Sci-Fi	OVA	4	6.99	6483
1881	Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!	Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural	Movie	1	6.99	97308
4193	NieA Under 7	Comedy, Sci-Fi, Slice of Life	TV	13	6.99	16711
6792	Norimono Oukoku BuBu ChaCha	Comedy, Slice of Life	TV	26	6.99	315
5660	Osomatsu-kun	Comedy	TV	56	6.99	1322
1451	Owari no Seraph: The Beginning of the End	Action, Drama, Shounen, Supernatural, Vampire	Special	1	6.99	14248
1896	Pokemon Housoukyoku	Adventure, Comedy, Fantasy, Kids	TV	16	6.99	15461
4419	Senkou no Night Raid	Action, Historical, Military, Super Power	TV	13	6.99	28284
4927	Senkou no Night Raid Specials	Action, Historical, Military, Super Power	Special	3	6.99	3667
4198	Tokyo Tribe 2	Action, Drama	TV	13	6.99	5060
6882	Touch 2: Sayonara no Okurimono	Drama, Romance, Sports	Movie	1	6.99	1076
3946	UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage	Comedy, Romance, Sci-Fi	OVA	2	6.99	3993
5219	Urusei Yatsura Movie 4: Lum The Forever	Action, Adventure, Comedy, Drama, Romance, Sci-Fi	Movie	1	6.99	2745
6009	VS Knight Lamune &amp; 40 Fire	Comedy, Fantasy, Mecha, Shounen	TV	26	6.99	1150
6571	Wakakusa no Charlotte	Drama, Historical, Kids, Shoujo, Slice of Life	TV	30	6.99	1019
6381	Ai Shoujo Pollyanna Story	Drama, Historical, Slice of Life	TV	51	6.98	2427
2429	Ao no Kanata no Four Rhythm	Drama, School, Sci-Fi, Sports	TV	12	6.98	72174
1273	Chikyuu Shoujo Arjuna	Adventure, Drama, Magic, Sci-Fi	TV	13	6.98	17520
2703	Da Yu Hai Tang	Adventure, Supernatural	Movie	1	6.98	7639
3959	Dokkoida	Action, Adventure, Comedy, Parody, Sci-Fi, Shounen	TV	12	6.98	3462
6769	Dorami &amp; Doraemons: Robot School&#039;s Seven Mysteries	Fantasy	Movie	1	6.98	569
2216	Futari wa Precure: Max Heart Movie 1	Comedy, Fantasy, Magic, Shoujo	Movie	1	6.98	3094
2951	Futsuu no Joshikousei ga [Locodol] Yattemita.	Comedy, Seinen	TV	12	6.98	27417
5172	Future Card Buddyfight 100	Game	TV	50	6.98	1365
523	Hidan no Aria Special	Action, Comedy, Mystery, Romance	Special	1	6.98	32988
4931	Kiddy GiRL-AND	Action, Comedy, Sci-Fi, Super Power	TV	24	6.98	13368
2876	Kyoukai no Rinne (TV)	Comedy, Romance, School, Shounen, Supernatural	TV	25	6.98	47036
1370	Kyousou Giga	Action, Fantasy, Supernatural	ONA	1	6.98	31096
5581	Macross 7 Plus	Mecha, Music, Slice of Life	Special	11	6.98	3894
2472	Mobile Suit Victory Gundam	Drama, Mecha, Military, Sci-Fi, Space	TV	51	6.98	12673
1660	Nourin	Comedy, Ecchi, Romance, School	TV	12	6.98	76069
4411	Precure All Stars GoGo Dream Live!	Action, Fantasy, Magic, Shoujo	Special	1	6.98	1642
6647	Pretty Rhythm: Dear My Future	Music, Shoujo, Slice of Life, Sports	TV	51	6.98	3347
2679	Zettai Karen Children Gentei Kaikin!! OVA Chou Sakidori Special!!	Action, Comedy, Shounen, Supernatural	OVA	1	6.98	1664
2193	3x3 Eyes	Action, Demons, Fantasy, Horror, Romance	OVA	4	6.97	15683
187	Arcana Famiglia: Capriccio - stile Arcana Famiglia	Romance, Shoujo	OVA	1	6.97	12690
7161	Bakumatsu no Spasibo	Historical	Movie	1	6.97	647
1386	Barakamon: Mijikamon	Comedy	ONA	13	6.97	18119
154	Brave 10	Action, Adventure, Historical, Samurai, Seinen, Super Power	TV	12	6.97	82205
2522	DearS: Kin no Tama desu no?	Comedy, Ecchi, Harem, Romance, Sci-Fi	Special	1	6.97	18412
3525	Glass no Hana to Kowasu Sekai	Sci-Fi	Movie	1	6.97	17105
3872	Happy☆Lesson: Advance	Comedy, Harem, Romance, Slice of Life	TV	13	6.97	9989
5160	Inazuma Eleven: Chou Jigen Dream Match	Shounen, Sports, Super Power	Movie	1	6.97	2280
3778	Kaleido Star: Good da yo! Goood!!	Comedy	OVA	1	6.97	5044
823	Kami nomi zo Shiru Sekai: Flag 0	Comedy, Shounen, Supernatural	OVA	1	6.97	35753
7006	Karasu Tengu Kabuto	Action, Adventure, Drama, Historical	TV	39	6.97	1220
5998	Koko wa Green Wood	Comedy, Drama, Romance, Shoujo, Slice of Life, Supernatural	OVA	6	6.97	4176
3743	Lupin III: Napoleon no Jisho wo Ubae	Action, Adventure, Comedy, Shounen	Special	1	6.97	2507
2506	Macross Dynamite 7	Adventure, Comedy, Mecha, Sci-Fi, Shounen	OVA	4	6.97	7280
7369	Maple Town Monogatari	Fantasy, Slice of Life	TV	52	6.97	898
6021	Muka Muka Paradise	Adventure, Comedy	TV	51	6.97	1165
4724	Ontama!	Comedy, Magic, Seinen, Slice of Life	ONA	5	6.97	1653
6391	Osu!! Karate Bu	Martial Arts, School, Shounen	OVA	4	6.97	628
3610	Pokemon XY: Sora no Hahen	Adventure, Fantasy, Kids	Movie	1	6.97	2360
1951	Shin Koihime†Musou	Comedy, Ecchi, Fantasy, Historical	TV	12	6.97	20742
3949	Shinkyoku Soukai Polyphonica	Drama, Fantasy, Music, Romance, School	TV	12	6.97	22282
7269	Soukou Kihei Votoms: Gen-ei Hen	Action, Drama, Mecha, Military, Sci-Fi	OVA	6	6.97	1454
1302	Soul Eater: Late Night Show	Action, Comedy, Fantasy	Special	51	6.97	10303
6231	Uchuu Senkan Yamato: Aratanaru Tabidachi	Drama, Military, Sci-Fi	Special	1	6.97	1470
7309	Yakusoku (ONA)	Drama, Music	ONA	1	6.97	615
2494	Yuu☆Yuu☆Hakusho (Movie)	Action, Adventure, Comedy	Movie	1	6.97	13904
6197	Anime Tenchou x Touhou Project	Fantasy, Magic	Special	1	6.96	8449
1060	Aoki Densetsu Shoot! (Movie)	Action, Shounen, Sports	Movie	1	6.96	1259
2388	Bishoujo Senshi Sailor Moon Crystal	Demons, Magic, Romance, Shoujo	ONA	26	6.96	69702
5648	Crayon Shin-chan Movie 07: Bakuhatsu! Onsen Wakuwaku Daikessen	Comedy, Ecchi, Kids, School, Shounen, Slice of Life	Movie	1	6.96	1148
382	Dakara Boku wa, H ga Dekinai.	Comedy, Ecchi, Romance, Supernatural	TV	12	6.96	169615
4957	Dirty Pair: Bouryaku no 005-bin	Action, Adventure, Comedy, Police, Sci-Fi	OVA	1	6.96	1915
2552	Dragon Ball Specials	Comedy, Fantasy, Shounen, Super Power	Special	2	6.96	14575
4185	Gunparade March: Arata Naru Kougunka	Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life	TV	12	6.96	9902
3873	Happy☆Lesson: The Final	Comedy, Harem, Romance, School	OVA	3	6.96	6371
668	Ikkitousen: Dragon Destiny	Action, Ecchi, Martial Arts, School, Super Power	TV	12	6.96	47117
721	Ikkitousen: Great Guardians	Action, Ecchi, Martial Arts, School, Super Power	TV	12	6.96	37436
6649	Jewelpet Happiness	Fantasy, Magic, Shoujo	TV	52	6.96	1250
1082	Kamen no Maid Guy OVA	Action, Comedy, Ecchi	OVA	1	6.96	7074
2058	Love Live! School Idol Project OVA	Music, School, Slice of Life	OVA	1	6.96	21188
1883	Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! Special: Konoha Annual Sports Festival	Action, Comedy, Fantasy, Martial Arts, Shounen, Sports	Special	1	6.96	47988
3234	Otome wa Boku ni Koishiteru: Futari no Elder	Drama, Romance, School	OVA	3	6.96	10579
6394	Seton Doubutsuki	Adventure, Fantasy	TV	45	6.96	187
1299	Shingeki no Kyojin: Ano Hi Kara	Action, Drama, Fantasy, Shounen, Super Power	Special	1	6.96	49593
5687	Super Robot Taisen OG: Divine Wars	Action, Mecha, Sci-Fi	TV	25	6.96	5232
2064	Tales of Phantasia The Animation	Adventure, Fantasy, Shounen	OVA	4	6.96	16455
2979	Teekyuu 3	Comedy, School, Shounen, Sports	TV	12	6.96	13227
4549	Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure	Comedy, Magic, Parody, Police, Sci-Fi, Shounen, Space	OVA	1	6.96	6082
2226	Toaru Kagaku no Railgun: Motto Marutto Railgun	Comedy	Special	2	6.96	26302
5312	TWO-MIX: White Reflection	Music	Music	1	6.96	1708
1272	Umi ga Kikoeru	Drama, Romance, School, Slice of Life	Special	1	6.96	25671
4712	X OVA	Drama, Fantasy, Mystery, Romance, Supernatural	OVA	1	6.96	8405
3096	Yozakura Quartet	Action, Comedy, Magic, Shounen, Super Power, Supernatural	TV	12	6.96	68023
5682	Ace wo Nerae! (1979)	Drama, Romance, School, Shoujo, Sports	Movie	1	6.95	1564
5912	Agatha Christie no Meitantei Poirot to Marple	Historical, Mystery	TV	39	6.95	3933
3149	Binbou Shimai Monogatari	Comedy, Drama, Seinen, Slice of Life	TV	10	6.95	11966
5596	Dr. Rin ni Kiitemite!	Comedy, Fantasy, Magic, Romance, School, Shoujo	TV	51	6.95	1904
6287	Girls und Panzer der Film: Fushou - Akiyama Yukari no Sensha Kouza	Military, School	Special	2	6.94	1667
3380	Grappler Baki	Action, Shounen, Sports	OVA	1	6.95	4557
1699	Grisaia no Kajitsu Specials	Ecchi	Special	6	6.95	26747
787	Ikkitousen: Xtreme Xecutor	Action, Ecchi, Martial Arts, School, Super Power	TV	12	6.95	28260
2994	Inari, Konkon, Koi Iroha.: Inari, Konkon, Semishigure.	Comedy, Romance, Seinen, Supernatural	OVA	1	6.95	12930
1770	Innocent Venus	Adventure, Drama, Mecha, Military, Sci-Fi	TV	12	6.95	19708
4999	Keroro	Comedy, Sci-Fi, Shounen	TV	23	6.96	3260
2045	Kill Me Baby	Comedy, School, Seinen	TV	13	6.95	54288
5101	Kinnikuman II Sei	Action, Comedy, Martial Arts, Sci-Fi, Shounen, Sports	TV	51	6.95	6134
3686	Lamune	Drama, Romance, Slice of Life	TV	12	6.95	28716
3891	Mahoutsukai Tai!	Comedy, Magic, Romance, Sci-Fi	TV	13	6.95	5328
2466	Mobile Suit Gundam: The 08th MS Team - Miller&#039;s Report	Drama, Mecha, Military, Romance, Sci-Fi	Movie	1	6.95	8078
1882	Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!	Action, Adventure	Movie	1	6.95	91526
111	Naruto: The Cross Roads	Action, Adventure, Comedy, Shounen	Special	1	6.95	22131
6040	Peace Maker Kurogane Special	Action, Comedy, Drama, Historical, Samurai, Shounen	Special	1	6.95	1566
5022	Re:Petit kara Hajimeru Isekai Seikatsu	Adventure, Comedy, Fantasy	Special	14	6.95	14310
90	Seiken no Blacksmith	Action, Adventure, Fantasy	TV	12	6.95	81738
2965	Sengoku Basara: Judge End	Action, Historical, Martial Arts, Samurai, Super Power	TV	12	6.95	14568
2136	Shin Tenchi Muyou!	Comedy, Harem, Romance, Sci-Fi, Shounen	TV	26	6.95	22621
4289	Silent Mobius	Action, Comedy, Drama, Fantasy, Horror, Magic, Romance, Sci-Fi	TV	26	6.95	7664
1943	Strait Jacket	Action, Fantasy, Sci-Fi	OVA	3	6.95	18975
3349	Stratos 4 Advance	Comedy, Military, Sci-Fi, Shounen	OVA	6	6.95	2448
48	Suki na Mono wa Suki Dakara Shou ga Nai!!	Comedy, Drama, Romance, Shoujo, Shounen Ai, Slice of Life	TV	12	6.95	30723
6209	Taiyou no Yuusha Fighbird	Action, Mecha, Sci-Fi	TV	48	6.95	762
851	Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!	Action, Adventure, Comedy, Mecha, Sci-Fi	OVA	1	6.95	17209
3449	To Heart 2 Adnext	Comedy, Harem, Romance	OVA	2	6.95	2826
3623	Argento Soma	Action, Adventure, Drama, Mecha, Military, Sci-Fi	TV	25	6.94	12809
7098	Astroganger	Action, Mecha, Sci-Fi	TV	26	6.94	492
1625	Bakuretsu Tenshi	Adventure, Comedy, Mecha, Sci-Fi	TV	24	6.94	48551
1538	Denpa Kyoushi (TV)	Comedy, Romance, School, Shounen	TV	24	6.94	67336
4243	El Hazard: The Alternative World	Adventure, Comedy, Fantasy	TV	13	6.94	7131
2246	Fate/kaleid liner Prisma☆Illya 2wei! Specials	Comedy, Ecchi, Fantasy, Magic	Special	5	6.95	13480
2054	Fireball Charming	Sci-Fi	TV	13	6.94	5640
6866	FlashBack	Music	Music	1	6.94	1508
6410	Furusato Japan	Historical	Movie	1	6.94	1464
3817	Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita.	Comedy, Seinen	Special	1	6.94	6615
3034	Gakuen Heaven: Hamu Hamu Heaven	Comedy, Drama, Romance, School, Shounen Ai	Special	12	6.94	5105
6322	Hi no Tori 2772: Ai no CosmoZone	Adventure, Drama, Fantasy, Sci-Fi	Movie	1	6.94	1717
4251	Hyakujuu-Ou GoLion	Adventure, Mecha, Sci-Fi, Shounen	TV	52	6.94	5984
2039	Kashimashi: Girl Meets Girl OVA	Comedy, Drama, Romance, School, Shoujo Ai, Slice of Life	OVA	1	6.94	10910
4725	Koisuru Tenshi Angelique: Kagayaki no Ashita Special	Fantasy, Romance	Special	1	6.94	1315
4937	Mahou Shoujo-tai Arusu the Adventure	Adventure, Comedy, Fantasy, Magic	OVA	6	6.94	3208
1676	Majimoji Rurumo	Comedy, Ecchi, Fantasy, Magic, School, Shounen	TV	12	6.94	38952
4446	Majutsushi Orphen: Revenge	Adventure, Comedy, Fantasy, Magic, Shounen	TV	23	6.94	9126
2652	Mini Sengoku Basara: Chousokabe-kun to Mouri-kun	Comedy, Historical	Special	7	6.94	4110
829	Pokemon Best Wishes!: Victini to Kuroki Eiyuu Zekrom	Adventure, Comedy, Drama, Fantasy, Kids	Movie	1	6.94	17120
2862	Pokemon the Movie XY: Ring no Choumajin Hoopa	Adventure, Fantasy, Kids	Movie	1	6.94	7636
1415	Recorder to Randoseru	Comedy, School, Seinen, Slice of Life	OVA	2	6.94	7769
4777	Suteki Tantei Labyrinth	Mystery, Sci-Fi	TV	25	6.94	6412
4332	Venus Senki	Action, Adventure, Sci-Fi, Space	Movie	1	6.94	5204
7251	Akakichi no Eleven	Sports	TV	52	6.93	957
6971	Akihabara Dennou-gumi: 2011-nen no Natsuyasumi	Adventure, Comedy, Mecha, Sci-Fi	Movie	1	6.93	1396
752	Aquarion Movie: Ippatsu Gyakuten-hen	Drama, Fantasy, Mecha	Movie	1	6.93	4357
6108	Arashi no Yoru ni: Himitsu no Tomodachi	Adventure, Drama	TV	26	6.93	1597
822	Asobi ni Iku yo!: Asobi ni Oide	Comedy, Ecchi, Harem, Romance, Sci-Fi	OVA	1	6.93	24545
75	Blade of the Immortal	Action, Adventure, Historical, Samurai, Supernatural	TV	13	6.93	36058
5798	Chou Denji Robo Combattler V	Adventure, Mecha, Sci-Fi, Shounen	TV	54	6.93	1369
5652	Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku	Comedy, Ecchi, Kids, School, Shounen, Slice of Life	Movie	1	6.93	953
3217	D.C.: Da Capo	Drama, Harem, Magic, Romance	TV	26	6.93	49909
3055	Dokidoki! Precure Movie: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress	Fantasy, Kids, Magic, Shoujo	Movie	1	6.93	1828
6768	Dorami &amp; Doraemons: Space Land&#039;s Critical Event	Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen	Movie	1	6.93	457
627	Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!	Adventure, Comedy, Fantasy, Sci-Fi, Shounen	Movie	1	6.93	57623
489	Dragon Crisis!	Action, Magic, Romance, School, Seinen, Supernatural	TV	12	6.93	94922
3051	Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!	Fantasy, Kids, Magic, Shoujo	Movie	1	6.93	2375
6317	Fuuma no Kojirou: Fuuma Hanran-hen	Action	OVA	1	6.93	549
6227	Golgo 13	Action, Adventure, Drama, Military, Seinen	Movie	1	6.93	6344
6320	Hanasakeru Seishounen Recaps	Drama, Romance, Shoujo	Special	3	6.93	2686
4211	Heroman	Action, Sci-Fi, Shounen	TV	26	6.93	23405
3718	I My Me! Strawberry Eggs	Comedy, Drama, Romance, School, Slice of Life	TV	13	6.93	25043
6632	Jigoku Sensei Nube: Kyoufu no Natsu Yasumi! Asashi no Uni no Gensetsu	Action, Horror, School, Shounen, Supernatural	Movie	1	6.93	1070
6791	Kaibutsu-kun	Comedy, Horror	TV	49	6.93	460
5770	Lupin III: Russia yori Ai wo Komete	Action, Adventure, Comedy, Shounen	Special	1	6.93	2863
4506	Mahou Shoujo Pretty Sammy (1996)	Comedy, Fantasy, Magic, Parody, Seinen	TV	26	6.93	3501
6625	Mai-Otome Zwei Special	Magic	Special	1	6.93	2512
5800	Mazinger Z tai Ankoku Daishougun	Action, Mecha, Shounen	Movie	1	6.93	945
2707	Metal Fight Beyblade 4D	Adventure, Sports	TV	52	6.93	5894
6910	Miyuki	Romance, School	TV	37	6.93	1423
4323	Onegai☆Teacher: Marie, Ai no Gekijou	Comedy, Drama, Romance, Sci-Fi	Special	1	6.93	7254
6693	Onegai☆Teacher: Reminiscence Disc	Comedy, Romance, Sci-Fi	OVA	1	6.93	2503
5659	Osomatsu-kun (1988)	Comedy	TV	86	6.93	1723
645	Pokemon Advanced Generation: Nanayo no Negaiboshi Jirachi	Adventure, Comedy, Drama, Fantasy, Kids	Movie	1	6.93	43444
7055	Pygmalio	Adventure, Fantasy	TV	39	6.93	533
4539	Spirit of Wonder: Shounen Kagaku Club	Drama, Sci-Fi, Seinen, Space	OVA	2	6.93	1613
807	Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson	Comedy, School	Special	1	6.93	4037
1518	Tayutama: Kiss on My Deity	Harem, Romance, Supernatural	TV	12	6.93	43288
2230	Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.	Comedy, Ecchi	OVA	1	6.93	23004
4207	Tytania	Adventure, Military, Psychological, Romance, Sci-Fi, Space	TV	26	6.93	13363
5055	Usavich IV	Comedy	TV	13	6.93	1660
4214	Ai Yori Aoshi: Yumegatari	Comedy, Harem, Romance, Slice of Life	Special	1	6.92	6985
3764	Bakuretsu Tenshi: Infinity Specials	Action, Mecha, Sci-Fi	Special	3	6.92	4678
3640	Bastard!!: Ankoku no Hakaishin	Action, Adventure, Comedy, Ecchi, Fantasy, Seinen	OVA	6	6.92	20619
3492	Battle Spirits: Burning Soul	Action, Kids	TV	51	6.92	1811
1215	Bokusatsu Tenshi Dokuro-chan 2	Comedy, Ecchi, Magic	OVA	2	6.92	70734
2516	Devilman Lady	Action, Drama, Horror, Psychological	TV	26	6.92	8665
6315	Fuuma no Kojirou: Yasha-hen	Action	OVA	6	6.92	819
2856	Kaitou Joker	Adventure, Comedy, Mystery, Shounen	TV	13	6.92	6352
1489	Kono Minikuku mo Utsukushii Sekai	Comedy, Drama, Magic, Romance, Sci-Fi	TV	12	6.92	41756
3321	Koutetsu Tenshi Kurumi	Adventure, Comedy, Drama, Historical, Mecha, Military, Romance, Shounen	TV	24	6.92	15653
6326	Kouya no Yobigoe: Hoero Buck	Adventure, Drama	Special	1	6.92	650
7256	Meiken Lassie	Adventure, Kids, Slice of Life	TV	26	6.92	309
7236	Mirai Keisatsu Urashiman	Comedy, Police, Sci-Fi	TV	50	6.92	776
4870	Mobile Police Patlabor: WXIII	Mecha, Police, Sci-Fi	Movie	1	6.92	5480
4944	Ninja Hattori-kun	Comedy, Martial Arts, Slice of Life	TV	694	6.92	2116
852	Pokemon Best Wishes!: Victini to Shiroki Eiyuu Reshiram	Adventure, Comedy, Drama, Fantasy, Kids	Movie	1	6.92	15377
5690	Sasami: Mahou Shoujo Club 2	Fantasy, Magic, School	TV	13	6.92	2277
2432	Shinmai Maou no Testament Specials	Comedy, Demons, Ecchi, Fantasy	Special	6	6.92	10046
6097	Super Robot Taisen OG: Divine Wars Special	Action, Comedy, Mecha	Special	1	6.92	1707
6113	The Kabocha Wine	Comedy, Romance, School, Slice of Life	TV	95	6.92	871
1459	Tsukiuta. The Animation	Music	TV	13	6.92	11183
3173	Viewtiful Joe	Action, Comedy, Sci-Fi, Shounen	TV	51	6.92	5420
7191	Wonder Beat Scramble	Action, Sci-Fi, Space	TV	26	6.92	457
1665	Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA	Comedy, Ecchi, Fantasy, Romance	OVA	1	6.92	20680
1785	.hack//G.U. Returner	Adventure, Drama, Fantasy, Game, Magic, Sci-Fi	OVA	1	6.91	15412
5391	Aimai Elegy	Music	Music	1	6.91	1646
5089	Akame ga Kill! Recap	Action, Adventure, Fantasy	Special	1	6.91	11965
4880	Asobot Senki Gokuu	Comedy, Sci-Fi	TV	52	6.91	1633
2535	Bakuretsu Tenshi: Infinity	Action, Comedy, Mecha, Sci-Fi, Shounen	OVA	1	6.91	11734
3899	Canvas 2: Niji-iro no Sketch	Comedy, Drama, Romance, Slice of Life	TV	24	6.91	19491
3150	Chocotto Sister	Comedy, Drama, Romance	TV	24	6.91	14380
2424	Code:Breaker OVA	Action, Comedy, Ecchi, School, Shounen, Super Power, Supernatural	OVA	3	6.91	17814
1129	Dakara Boku wa, H ga Dekinai. OVA	Comedy, Ecchi, Romance	OVA	1	6.91	32195
485	Fortune Arterial: Akai Yakusoku	Comedy, Romance, School, Supernatural, Vampire	TV	12	6.91	71285
6316	Fuuma no Kojirou: Seiken Sensou-hen	Action	OVA	6	6.91	690
464	Goshuushou-sama Ninomiya-kun	Comedy, Ecchi, Fantasy, Harem	TV	12	6.91	63370
3893	Hanaukyou Maid-tai: La Verite	Comedy, Ecchi, Harem, Romance	TV	12	6.91	14069
3058	Happiness Charge Precure!	Action, Fantasy, Magic, Shoujo	TV	49	6.91	4884
5577	Harlock Saga: Nibelung no Yubiwa	Action, Adventure, Drama, Sci-Fi, Seinen, Space	OVA	6	6.91	3244
3948	Hitohira	Drama, Romance, School, Slice of Life	TV	12	6.91	14299
1524	Hyakka Ryouran: Samurai Bride	Action, Comedy, Ecchi, Harem, Samurai, School	TV	12	6.91	52542
3242	Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito	Comedy, Ecchi, Harem, Romance, School, Seinen	OVA	1	6.91	21636
2655	Kure-nai OVA	Action, Comedy	OVA	2	6.91	9853
4745	Mahou Sensei Negima! Introduction Film	Action, Comedy, Ecchi, Harem, Romance, Supernatural	OVA	3	6.91	6355
4851	Makai Senki Disgaea: Welcome to Netherworld	Action, Comedy, Demons, Fantasy, Magic	Special	1	6.91	3415
2724	Maria†Holic Alive Special	Comedy, Parody, Romance, School	Special	1	6.91	4669
3632	Monster Farm: Enbanseki no Himitsu	Action, Adventure, Comedy, Fantasy	TV	48	6.91	22170
3916	Nishi no Yoki Majo: Astraea Testament	Comedy, Drama, Fantasy, Mystery, Romance	TV	13	6.91	11042
5654	Ookami Shoujo to Kuro Ouji Recap	Comedy, Romance, School, Shoujo	Special	1	6.91	5577
3381	Panda Kopanda	Comedy, Kids	Movie	2	6.91	4922
6206	Peter Pan no Bouken	Adventure, Fantasy	TV	41	6.91	2146
6173	Shichinin no Nana	Adventure, Comedy, Magic, Romance, School	TV	25	6.91	2915
3545	Shin Koihime†Musou: Otome Tairan OVA	Comedy, School	OVA	1	6.91	3709
1815	Tansu Warashi.	Comedy, Slice of Life, Supernatural	Movie	1	6.91	4028
2976	Teekyuu 2	Comedy, School, Shounen, Sports	TV	12	6.91	15887
3769	Tenshi ni Narumon!	Comedy, Fantasy, Romance	TV	26	6.91	3847
6237	Terra e... (TV) Specials	Adventure, Drama, Sci-Fi	Special	3	6.91	1990
2437	Terra Formars Revenge	Action, Drama, Horror, Sci-Fi, Seinen, Space	TV	13	6.91	34176
3442	To Heart 2 AD Plus	Romance	OVA	2	6.91	3772
2842	Tokyo Ravens: Kon ga Oshiete Moshi Agemasu! Maru Wakari Tokyo Ravens	Shounen, Supernatural	ONA	3	6.91	5949
6239	Uchuu Kuubo Blue Noah	Action, Drama, Military, Sci-Fi, Space	TV	24	6.91	612
4179	Vandread: Taidou-hen	Action, Adventure, Comedy, Ecchi, Mecha, Sci-Fi, Space	OVA	1	6.91	5185
5313	Aachi wa Ssipak	Action, Comedy	Movie	1	6.9	5566
5661	Cardfight!! Vanguard G	Action, Game, Shounen	TV	48	6.9	4960
2046	C³ Special	Action, Comedy, Ecchi, School, Supernatural	Special	1	6.9	18468
3157	Corrector Yui	Adventure, Comedy, Magic, Sci-Fi	TV	52	6.9	7411
6349	Doraemon&#039;s Time Capsule for 2001	Adventure, Comedy, Kids, Sci-Fi, Shounen	Special	1	6.9	570
2265	Doujin Work	Comedy, Slice of Life	TV	12	6.9	20504
3661	Ganbare! Kickers	Comedy, Drama, Shounen, Sports	TV	23	6.9	4977
4262	Gate Keepers 21	Action, Drama, Mecha, Sci-Fi, Shounen	OVA	6	6.9	7363
1990	Girls Bravo: Second Season	Comedy, Ecchi, Fantasy, Harem, Romance, School	TV	13	6.9	57110
6233	GR: Giant Robo	Adventure, Mecha, Military, Sci-Fi, Shounen	TV	13	6.9	1546
3043	Green Legend Ran	Adventure, Drama, Sci-Fi	OVA	3	6.9	2908
6811	Gregory Horror Show	Comedy, Demons, Horror, Mystery, Supernatural, Vampire	TV	25	6.9	1385
3713	Highlander: The Search for Vengeance	Action, Horror, Sci-Fi	Movie	1	6.9	9997
6017	Idol Densetsu Eriko	Music	TV	51	6.9	1776
2291	Kanon Kazahana	Drama, Romance, Slice of Life, Supernatural	Special	1	6.9	9693
4402	Kiddy GiRL-AND Pilot	Action, Sci-Fi, Super Power	OVA	1	6.9	3539
2204	Kidou Senkan Nadesico: The Prince of Darkness	Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space	Movie	1	6.9	9738
7214	Kyouryuu Daisensou Aizenborg	Action, Mecha	TV	39	6.9	411
4583	Mahou Sensei Negima! Anime Final	Adventure, Magic, Supernatural	Movie	1	6.9	9262
4728	Mai-HiME: Kuro no Mai/Saigo no Bansan	Comedy	Special	1	6.9	4093
1208	Makai Senki Disgaea	Action, Comedy, Demons, Fantasy, Magic	TV	12	6.9	30146
7255	Makiba no Shoujo Katri	Adventure, Drama, Historical, Slice of Life	TV	49	6.9	1048
2661	Metal Fight Beyblade: Baku	Adventure, Comedy, Sports	TV	51	6.9	7003
2471	Mobile Suit Gundam F91	Drama, Mecha, Military, Sci-Fi, Space	Movie	1	6.9	13456
6047	Monster Farm: Legend e no Michi	Action, Adventure, Comedy, Fantasy	TV	25	6.9	6611
2821	Pupipo!	Comedy, School, Slice of Life, Supernatural	TV	15	6.9	12781
1705	Shinmai Maou no Testament Burst OVA	Action, Demons, Ecchi, Fantasy, Harem, Romance	OVA	1	6.9	19251
4456	Shuffle! Prologue	Comedy, Fantasy, Harem, Magic, Romance, School, Seinen	OVA	1	6.9	10764
5628	Soukou Kihei Votoms: Big Battle	Action, Drama, Mecha, Military, Sci-Fi	OVA	1	6.9	1753
6888	Uchuu Koukyoushi Maetel: Ginga Tetsudou 999 Gaiden	Drama, Sci-Fi, Space	TV	13	6.9	2169
3307	UFO Princess Valkyrie	Comedy, Ecchi, Magic, Sci-Fi	TV	12	6.9	11794
